,regiao,estado,cidade,drones
696,Sudeste,SP,Sales Oliveira,3
697,Sudeste,ES,Marataízes,9
698,Nordeste,BA,Paramirim,4
699,Centro-Oeste,MT,Novo Diamantino,1
700,Sudeste,RJ,Cachoeiras de Macacu,10
701,Sul,PR,Castro,14
702,Sudeste,SP,Mairiporã,32
703,Sul,SC,Lontras,5
704,Nordeste,BA,Valença,37
705,Sul,RS,Garibaldi,12
706,Sudeste,MG,Caratinga,22
707,Sudeste,MG,Três Pontas,22
708,Sudeste,SP,Mogi Mirim,60
709,Sudeste,MG,Caeté,20
710,Sudeste,SP,Gavião Peixoto,1
711,Nordeste,RN,Lajes,1
712,Sudeste,SP,Várzea Paulista,29
713,Sudeste,MG,Lagoa Formosa,2
714,Sudeste,MG,Coronel Fabriciano,18
715,Centro-Oeste,MT,Campos de Júlio,4
716,Sul,PR,São João,2
717,Nordeste,SE,Barra dos Coqueiros,15
718,Sudeste,SP,Santa Branca,5
719,Sudeste,SP,Registro,22
720,Sul,RS,Sapucaia do Sul,36
721,Centro-Oeste,GO,Pontalina,7
722,Sudeste,SP,Guaiçara,3
723,Sudeste,SP,Piedade,10
724,Nordeste,RN,Acari,4
725,Sul,PR,Imbituva,4
726,Sudeste,MG,Inhapim,3
727,Sul,SC,Campos Novos,11
728,Centro-Oeste,GO,Goianira,10
729,Nordeste,BA,Santa Cruz Cabrália,7
730,Sudeste,ES,Muniz Freire,4
731,Sudeste,RJ,Porto Real,9
732,Sul,RS,Agudo,1
733,Centro-Oeste,MS,Rio Brilhante,14
734,Norte,TO,Colinas do Tocantins,3
735,Sudeste,SP,Presidente Alves,2
736,Sudeste,MG,Passos,36
737,Norte,PA,Redenção,18
738,Sul,RS,Guaíba,34
739,Sudeste,MG,Cachoeira do Campo,3
740,Sudeste,RJ,Miguel Pereira,18
741,Sul,SC,São Miguel do Oeste,27
742,Sudeste,MG,Ponte Nova,21
743,Nordeste,BA,Coaraci,1
744,Nordeste,CE,Acaraú,4
745,Sudeste,SP,Chavantes,5
746,Sudeste,SP,Fernandópolis,37
747,Sul,RS,Pinheiro Machado,3
748,Nordeste,RN,Upanema,1
749,Sul,SC,Grão Pará,2
750,Nordeste,PI,Campo Maior,2
751,Sul,RS,Piratini,3
752,Sul,PR,Colônia Castrolânda,2
753,Sul,SC,Xanxerê,11
754,Sul,RS,Uruguaiana,25
755,Sudeste,MG,Poço Fundo,6
756,Sul,SC,Turvo,3
757,Sudeste,MG,Tarumirim,7
758,Norte,RO,Nova Mamoré,3
759,Sudeste,SP,Rio Grande da Serra,10
760,Sudeste,RJ,Japeri,15
761,Sudeste,SP,Presidente Venceslau,12
762,Sudeste,MG,Camanducaia,6
763,Sul,PR,Itaguajé,1
764,Sudeste,ES,Cachoeiro de Itapemirim,46
765,Sudeste,RJ,Armação dos Búzios,35
766,Nordeste,PE,Serra Talhada,14
767,Sul,PR,Corbélia,4
768,Sul,RS,Veranópolis,8
769,Nordeste,CE,São Gonçalo do Amarante,20
770,Sudeste,SP,Mirassol,24
771,Sudeste,SP,Buritizal,1
772,Nordeste,CE,Aracati,19
773,Sul,PR,Colorado,12
774,Sul,RS,Campo Bom,34
775,Sudeste,MG,Muzambinho,5
776,Sul,SC,Itapoá,11
777,Sudeste,SP,Biritiba-Mirim,11
778,Sul,SC,Içara,23
779,Sudeste,SP,Artur Nogueira,20
780,Sul,RS,Marcelino Ramos,4
781,Sudeste,SP,São Sebastião da Grama,4
782,Centro-Oeste,MS,Costa Rica,12
783,Sul,SC,Itá,9
784,Norte,TO,Figueirópolis,2
785,Sul,PR,Cafelândia,6
786,Sul,RS,Casca,3
787,Norte,TO,Araguaína,47
788,Sudeste,SP,Poá,50
789,Sudeste,SP,Dois Córregos,12
790,Sudeste,MG,Lavras,68
791,Sul,RS,Canguçu,7
792,Sudeste,SP,Taquarituba,5
793,Centro-Oeste,GO,Itaberaí,5
794,Sudeste,SP,Porto Feliz,27
795,Norte,PA,Tailândia,5
796,Nordeste,BA,Castro Alves,4
797,Nordeste,BA,Rodelas,1
798,Sudeste,SP,Ibiúna,14
799,Sul,PR,Rio Branco do Sul,5
800,Nordeste,BA,Una,5
801,Sudeste,SP,Louveira,24
802,Nordeste,BA,Remanso,5
803,Sul,PR,Sengés,4
804,Centro-Oeste,GO,Panamá,1
805,Sudeste,SP,Sertãozinho,41
806,Sudeste,SP,Carapicuíba,129
807,Sudeste,SP,Roseira,1
808,Centro-Oeste,GO,Aruanã,2
809,Sudeste,ES,Barra de São Francisco,9
810,Sudeste,MG,Ouro Branco,17
811,Sudeste,MG,Carmo de Minas,2
812,Centro-Oeste,MT,Itanhangá,1
813,Sudeste,SP,Palmeira D'Oeste,1
814,Sul,PR,Andirá,6
815,Centro-Oeste,MT,Vila Rica,7
816,Sul,RS,Glorinha,1
817,Sul,PR,Cianorte,28
818,Sudeste,SP,Miracatu,2
819,Nordeste,CE,Crateús,4
820,Centro-Oeste,MS,Amambaí,12
821,Sudeste,MG,Salinas,6
822,Sudeste,SP,Tremembé,18
823,Centro-Oeste,MT,Brasnorte,3
824,Nordeste,CE,Bela Cruz,3
825,Sudeste,SP,Paraibuna,9
826,Centro-Oeste,MS,Aparecida do Taboado,7
827,Sul,PR,Querência do Norte,2
828,Sudeste,MG,Guimarânia,6
829,Sudeste,SP,Andradina,13
830,Nordeste,PI,São Raimundo Nonato,3
831,Nordeste,PB,Lagoa Seca,3
832,Centro-Oeste,GO,Damianópolis,1
833,Sul,RS,Rodeio Bonito,4
834,Sudeste,SP,Araçariguama,7
835,Sudeste,SP,Fartura,6
836,Nordeste,BA,Jaguaquara,3
837,Nordeste,PE,Nazaré da Mata,6
838,Norte,AM,Borba,1
839,Nordeste,BA,Itabuna,51
840,Sudeste,MG,Capelinha,8
841,Nordeste,BA,Alagoinhas,44
842,Sudeste,MG,Belo Vale,3
843,Sudeste,SP,Salesópolis,5
844,Sudeste,SP,Votorantim,51
845,Sudeste,MG,Cláudio,11
846,Nordeste,SE,Frei Paulo,1
847,Sul,SC,Antônio Carlos,4
848,Sudeste,MG,Dores do Turvo,3
849,Nordeste,BA,Manoel Vitorino,1
850,Sudeste,SP,Panorama,3
851,Nordeste,CE,Quixadá,14
852,Sudeste,MG,Itaúna,27
853,Sudeste,MG,Cambuquira,6
854,Sudeste,RJ,Arraial do Cabo,21
855,Sudeste,SP,Bálsamo,2
856,Sudeste,MG,Congonhas,24
857,Nordeste,AL,São Luís do Quitunde,2
858,Nordeste,AL,Marechal Deodoro,17
859,Sudeste,MG,Lagoa da Prata,7
860,Nordeste,SE,Pedrinhas,1
861,Sul,SC,Herval D'Oeste,3
862,Sudeste,MG,Machado,13
863,Sul,RS,Rosário do Sul,6
864,Sul,SC,Jaraguá do Sul,84
865,Centro-Oeste,MS,Ponta Porã,37
866,Sudeste,RJ,Paraíba do Sul,9
867,Nordeste,CE,Capistrano,5
868,Sudeste,MG,Oliveira,19
869,Sul,PR,Rio Azul,1
870,Sudeste,SP,Ibitinga,8
871,Sudeste,MG,Pimenta,3
872,Sudeste,MG,Pains,2
873,Sudeste,SP,Santa Isabel,16
874,Sudeste,MG,Manhumirim,2
875,Sul,RS,Guaporé,7
876,Sul,PR,Primeiro de Maio,3
877,Sudeste,RJ,Silva Jardim,2
878,Sudeste,RJ,São José do Vale do Rio Preto,5
879,Sudeste,SP,Cerquilho,15
880,Nordeste,BA,Catu,10
881,Nordeste,SE,Maruim,2
882,Sul,PR,Lapa,11
883,Sudeste,SP,Piracaia,12
884,Norte,TO,Araguaçu,2
885,Centro-Oeste,MT,Confresa,6
886,Sul,RS,Não-Me-Toque,6
887,Sudeste,MG,São José da Lapa,6
888,Centro-Oeste,MS,Naviraí,10
889,Sudeste,SP,Ipaussu,4
890,Nordeste,BA,João Dourado,3
891,Sul,RS,Arroio do Meio,2
892,Sudeste,MG,Bom Despacho,18
893,Nordeste,CE,Juritianha,2
894,Centro-Oeste,MS,Itaporã,5
895,Nordeste,AL,Pilar,5
896,Norte,PA,Pacajá,3
897,Norte,PA,Medicilândia,1
898,Sudeste,MG,Rio Paranaíba,3
899,Nordeste,BA,Itamaraju,4
900,Sudeste,ES,Rio Novo do Sul,1
901,Centro-Oeste,MT,Nobres,2
902,Nordeste,BA,Cansanção,3
903,Nordeste,CE,Limoeiro do Norte,8
904,Norte,PA,Castanhal,31
905,Sudeste,ES,Guaçuí,2
906,Sudeste,MG,Patrocínio,25
907,Nordeste,CE,São Luís do Curu,3
908,Nordeste,PE,Bezerros,5
909,Nordeste,BA,Ichu,1
910,Norte,TO,Palmeirópolis,3
911,Nordeste,BA,Filadélfia,1
912,Sul,RS,Estância Velha,19
913,Sudeste,MG,Caxambu,9
914,Sul,RS,Palmitinho,2
915,Sudeste,SP,Palestina,2
916,Nordeste,MA,São Luís Gonzaga do Maranhão,1
917,Nordeste,AL,Girau do Ponciano,2
918,Sudeste,MG,Santa Bárbara,8
919,Sudeste,SP,Iracemápolis,9
920,Norte,PA,Oriximiná,1
921,Sudeste,MG,Santa Bárbara do Leste,1
922,Nordeste,PE,Floresta,5
923,Nordeste,CE,Jaibaras,1
924,Centro-Oeste,MS,Nova Alvorada do Sul,8
925,Centro-Oeste,MT,Nova Xavantina,8
926,Sudeste,MG,Itabirito,25
927,Nordeste,BA,Eunápolis,57
928,Sudeste,MG,São Gonçalo do Abaeté,3
929,Norte,RO,Ariquemes,26
930,Centro-Oeste,GO,Trindade,20
931,Nordeste,MA,São José de Ribamar,12
932,Nordeste,BA,Jequié,23
933,Sudeste,SP,Cananéia,3
934,Nordeste,BA,Santo Amaro,6
935,Sudeste,MG,Mantena,3
936,Sul,SC,Fraiburgo,7
937,Sul,RS,Santiago,7
938,Sudeste,SP,Angatuba,5
939,Sudeste,SP,São Miguel Arcanjo,3
940,Sul,RS,Nova Petrópolis,10
941,Sudeste,SP,Laranjal Paulista,4
942,Sul,RS,São Sepé,10
943,Sul,RS,Nova Roma do Sul,1
944,Sudeste,SP,Tapiraí,2
945,Sul,SC,Painel,2
946,Sul,SC,Presidente Getúlio,3
947,Sul,PR,Bandeirantes,9
948,Sul,RS,Ibirubá,3
949,Centro-Oeste,GO,Senador Canedo,16
950,Sudeste,MG,Itapagipe,2
951,Sudeste,MG,Ijaci,2
952,Sudeste,ES,Anchieta,10
953,Sul,RS,São Francisco de Paula,3
954,Sul,SC,Pomerode,14
955,Norte,AC,Brasiléia,2
956,Sul,SC,Araquari,2
957,Centro-Oeste,MS,Deodápolis,7
958,Sudeste,MG,Morada Nova de Minas,2
959,Sudeste,SP,Guapiara,1
960,Centro-Oeste,GO,Edéia,7
961,Sul,PR,Quatro Barras,12
962,Nordeste,SE,Japoatã,2
963,Nordeste,CE,Itapipoca,9
964,Sul,PR,Marmeleiro,2
965,Sul,SC,Sombrio,5
966,Sul,SC,Atalanta,4
967,Sul,RS,Três de Maio,8
968,Sudeste,ES,Venda Nova do Imigrante,5
969,Centro-Oeste,MT,Campo Verde,10
970,Centro-Oeste,MT,União do Sul,1
971,Sul,SC,Rio do Campo,1
972,Sul,PR,Fazenda Rio Grande,20
973,Centro-Oeste,GO,Quirinópolis,11
974,Sudeste,MG,São Gotardo,6
975,Sul,SC,Palmitos,3
976,Sul,SC,Itaiópolis,2
977,Nordeste,SE,Arauá,2
978,Sul,PR,Santa Terezinha de Itaipu,6
979,Sudeste,MG,Pedro Leopoldo,30
980,Sul,RS,Xangri-Lá,3
981,Nordeste,BA,Vera Cruz,19
982,Sudeste,SP,Nova Independência,1
983,Sudeste,SP,Águas de Santa Bárbara,3
984,Nordeste,AL,Rio Largo,12
985,Sul,RS,Floriano Peixoto,1
986,Sul,RS,Montenegro,12
987,Sudeste,MG,Santana de Patos,1
988,Sudeste,SP,Engenheiro Coelho,6
989,Nordeste,PE,São José do Belmonte,4
990,Nordeste,MA,Caxias,12
991,Nordeste,MA,Bequimão,1
992,Nordeste,CE,Aracoiaba,3
993,Sudeste,SP,Rosana,5
994,Nordeste,BA,Bom Jesus da Lapa,9
995,Centro-Oeste,MS,Maracaju,14
996,Norte,TO,Porto Nacional,7
997,Sudeste,SP,Arujá,35
998,Sudeste,SP,Lagoa Branca,2
999,Sudeste,MG,Muriaé,25
1000,Sudeste,MG,Goiabeira,1
1001,Sudeste,SP,Santo Anastácio,9
1002,Sudeste,RJ,Santo Amaro de Campos,2
1003,Centro-Oeste,MT,Reserva do Cabaçal,2
1004,Norte,TO,Araguatins,1
1005,Sudeste,SP,Ituverava,10
1006,Sudeste,MG,Além Paraíba,4
1007,Sul,RS,Dom Pedrito,17
1008,Centro-Oeste,GO,Aragoiânia,5
1009,Centro-Oeste,MS,Ivinhema,12
1010,Nordeste,BA,Madre de Deus,3
1011,Nordeste,MA,Codó,2
1012,Sudeste,MG,Itanhomi,4
1013,Nordeste,SE,Capela,2
1014,Sudeste,MG,Alpercata,1
1015,Nordeste,PB,Conceição,1
1016,Nordeste,RN,Touros,2
1017,Nordeste,PE,Gravatá,11
1018,Nordeste,BA,Ubaíra,3
1019,Nordeste,MA,Alto Parnaíba,1
1020,Nordeste,CE,Pacatuba,5
1021,Sudeste,MG,Carangola,8
1022,Centro-Oeste,GO,Orizona,6
1023,Sul,RS,Capivari do Sul,6
1024,Sudeste,MG,São Bento Abade,1
1025,Centro-Oeste,MS,Nova Andradina,17
1026,Nordeste,CE,Baturité,4
1027,Nordeste,BA,Santana,15
1028,Sul,SC,Rio Negrinho,22
1029,Sudeste,SP,Osvaldo Cruz,2
1030,Sudeste,MG,Palmópolis,1
1031,Sul,SC,Sangão,5
1032,Nordeste,BA,Morro do Chapéu,3
1033,Sudeste,MG,Januária,5
1034,Sul,PR,Campina da Lagoa,7
1035,Sul,PR,Goioerê,8
1036,Norte,PA,Tucuruí,11
1037,Centro-Oeste,MT,Gaúcha do Norte,3
1038,Sudeste,MG,São Sebastião do Anta,4
1039,Centro-Oeste,MS,Caarapó,8
1040,Sul,PR,Francisco Beltrão,24
1041,Nordeste,PI,Floriano,3
1042,Sudeste,SP,Itatiba,89
1043,Sudeste,SP,Espírito Santo do Pinhal,17
1044,Sudeste,MG,Pirapora,16
1045,Centro-Oeste,GO,Palmeiras de Goiás,13
1046,Sul,SC,Gaspar,21
1047,Sudeste,MG,Novo Cruzeiro,10
1048,Sul,RS,Eldorado do Sul,14
1049,Sul,RS,Tiradentes do Sul,2
1050,Nordeste,RN,São Rafael,3
1051,Centro-Oeste,GO,Cocalzinho de Goiás,3
1052,Sudeste,SP,Buri,10
1053,Sul,PR,Dois Vizinhos,15
1054,Sudeste,SP,Herculândia,3
1055,Norte,RO,São Francisco do Guaporé,1
1056,Nordeste,PI,Dom Expedito Lopes,1
1057,Sudeste,MG,Paraopeba,11
1058,Centro-Oeste,GO,Santo Antônio de Goiás,4
1059,Sudeste,MG,Bom Jardim de Minas,4
1060,Nordeste,BA,Amélia Rodrigues,2
1061,Sudeste,MG,Guapé,1
1062,Nordeste,BA,Iguaí,1
1063,Nordeste,PE,Joaquim Nabuco,1
1064,Nordeste,BA,Conceição do Coité,7
1065,Sudeste,SP,Auriflama,3
1066,Sul,SC,Saudades,6
1067,Sul,SC,São João do Itaperiú,1
1068,Sul,PR,Realeza,8
1069,Sudeste,SP,Ouroeste,3
1070,Centro-Oeste,GO,Bom Jardim de Goiás,1
1071,Sudeste,SP,Barrinha,5
1072,Sudeste,SP,Cedral,1
1073,Sudeste,MG,Belo Oriente,2
1074,Sudeste,SP,Suzanápolis,2
1075,Sul,PR,Califórnia,2
1076,Sudeste,SP,São Pedro,9
1077,Nordeste,PE,Paranatama,1
1078,Nordeste,PE,Escada,6
1079,Sudeste,SP,Itaberá,2
1080,Nordeste,CE,Pacajus,10
1081,Sul,RS,Itatiba do Sul,1
1082,Sudeste,MG,Jaíba,5
1083,Nordeste,MA,Bacabal,16
1084,Centro-Oeste,GO,Santa Bárbara de Goiás,1
1085,Nordeste,PE,Cedro,3
1086,Sul,PR,Guairaçá,2
1087,Sudeste,ES,João Neiva,5
1088,Sudeste,ES,Ecoporanga,2
1089,Centro-Oeste,GO,Campo Alegre de Goiás,3
1090,Sudeste,SP,Boituva,32
1091,Sudeste,SP,Pitangueiras,3
1092,Centro-Oeste,GO,Planaltina,10
1093,Sudeste,ES,Rio Bananal,7
1094,Nordeste,MA,Barreirinhas,2
1095,Sul,SC,Urubici,4
1096,Sudeste,MG,Corinto,3
1097,Sudeste,SP,Cajati,16
1098,Sudeste,MG,Frutal,13
1099,Sudeste,RJ,Araruama,36
1100,Nordeste,BA,Maragogipe,1
1101,Centro-Oeste,GO,Crixás,7
1102,Sudeste,MG,Buritizeiro,2
1103,Sudeste,MG,Santo Antônio da Boa Vista,1
1104,Nordeste,PE,Garanhuns,23
1105,Nordeste,PI,Amarante,1
1106,Nordeste,SE,São Cristóvão,19
1107,Centro-Oeste,MS,Inocência,4
1108,Nordeste,PB,Serra Redonda,1
1109,Sudeste,SP,Álvares Machado,10
1110,Sudeste,MG,Alto Caparaó,4
1111,Sudeste,SP,Catanduva,38
1112,Sul,SC,Jacinto Machado,3
1113,Sudeste,MG,Felixlândia,3
1114,Sudeste,SP,Jaguariúna,28
1115,Sul,PR,Paiçandu,6
1116,Nordeste,SE,Boquim,6
1117,Sul,RS,Tupanciretã,5
1118,Norte,AM,Humaitá,14
1119,Sudeste,SP,Queluz,5
1120,Sudeste,SP,Santa Cruz do Rio Pardo,8
1121,Nordeste,BA,Jaguarari,3
1122,Sudeste,MG,Bonfinópolis de Minas,2
1123,Sudeste,MG,Inconfidentes,4
1124,Nordeste,RN,Currais Novos,5
1125,Sudeste,RJ,Santa Maria Madalena,2
1126,Sudeste,MG,Mateus Leme,5
1127,Nordeste,BA,Arraial D'Ajuda,8
1128,Nordeste,BA,Curaçá,3
1129,Nordeste,CE,Aquiraz,17
1130,Sul,RS,Torres,31
1131,Norte,RO,Guajará-Mirim,2
1132,Nordeste,MA,São Domingos do Maranhão,1
1133,Sudeste,RJ,Conceição de Macabu,4
1134,Sudeste,MG,Jeceaba,3
1135,Nordeste,BA,Macaúbas,4
1136,Sul,SC,Curitibanos,12
1137,Sudeste,SP,Itaí,5
1138,Sudeste,MG,Elói Mendes,4
1139,Sudeste,SP,Aparecida,9
1140,Sul,SC,Jaguaruna,7
1141,Nordeste,CE,Assaré,2
1142,Nordeste,CE,Iracema,1
1143,Centro-Oeste,GO,Silvânia,7
1144,Nordeste,BA,Luís Eduardo Magalhães,38
1145,Sul,SC,Alfredo Wagner,3
1146,Nordeste,PE,Terezinha,1
1147,Sudeste,RJ,Porciúncula,5
1148,Sul,RS,Bom Princípio,4
1149,Sul,SC,Caçador,22
1150,Sudeste,SP,Ferraz de Vasconcelos,31
1151,Sudeste,MG,Capim Branco,2
1152,Nordeste,CE,Chaval,1
1153,Sudeste,ES,Marechal Floriano,6
1154,Sudeste,MG,Monte Sião,3
1155,Centro-Oeste,MS,Selvíria,1
1156,Sul,SC,Cunha Porã,3
1157,Sudeste,RJ,São Fidélis,7
1158,Sudeste,SP,Orlândia,8
1159,Sudeste,MG,João Pinheiro,8
1160,Sudeste,MG,Mato Verde,1
1161,Nordeste,CE,Barbalha,5
1162,Norte,PA,São Félix do Xingu,5
1163,Sul,SC,Pinhalzinho,17
1164,Sul,PR,Jandaia do Sul,4
1165,Nordeste,AL,União dos Palmares,2
1166,Sudeste,RJ,Itaocara,4
1167,Sudeste,MG,Santana de Cataguases,1
1168,Sudeste,ES,Ibatiba,2
1169,Nordeste,PB,Bayeux,12
1170,Nordeste,BA,Nova Soure,4
1171,Sudeste,SP,Araçoiaba da Serra,14
1172,Sul,SC,Treze Tílias,1
1173,Nordeste,PI,Pedro II,2
1174,Sul,SC,Barra Velha,11
1175,Norte,TO,Pedro Afonso,6
1176,Sudeste,SP,Uchoa,2
1177,Sudeste,MG,Delfim Moreira,1
1178,Nordeste,CE,Marco,3
1179,Norte,AM,Tabatinga,7
1180,Sudeste,MG,Padre Paraíso,8
1181,Sudeste,SP,Elias Fausto,7
1182,Sudeste,RJ,Goitacazes,3
1183,Sudeste,MG,Santa Juliana,6
1184,Nordeste,SE,Itabaiana,22
1185,Sudeste,SP,Cesário Lange,6
1186,Sul,SC,Santo Amaro da Imperatriz,11
1187,Nordeste,BA,Iaçu,3
1188,Sul,RS,Frederico Westphalen,16
1189,Sul,SC,São Francisco do Sul,31
1190,Nordeste,BA,Cotegipe,1
1191,Sudeste,MG,Teixeiras,6
1192,Norte,PA,São Miguel do Guamá,1
1193,Nordeste,AL,Junqueiro,2
1194,Sudeste,MG,Ervália,1
1195,Sudeste,MG,Monte Santo de Minas,4
1196,Centro-Oeste,MS,Sonora,3
1197,Centro-Oeste,MT,Canabrava do Norte,1
1198,Sudeste,MG,Campo Belo,12
1199,Nordeste,PE,Barreiros,3
1200,Centro-Oeste,GO,Cabeceiras,2
1201,Sul,PR,Coronel Vivida,5
1202,Sudeste,MG,Vazante,19
1203,Sul,SC,Braço do Norte,6
1204,Sudeste,ES,Viana,8
1205,Nordeste,BA,Ubaitaba,1
1206,Sul,RS,Santa Bárbara do Sul,2
1207,Centro-Oeste,GO,Goiás,3
1208,Sul,SC,Laurentino,6
1209,Sudeste,MG,Iturama,10
1210,Sudeste,MG,Piumhi,19
1211,Sudeste,MG,Baependi,6
1212,Nordeste,MA,Rosário,5
1213,Sudeste,MG,Nova Serrana,13
1214,Centro-Oeste,MS,Aral Moreira,1
1215,Sudeste,MG,Pirajuba,2
1216,Centro-Oeste,GO,Iporá,19
1217,Sudeste,RJ,Piabetá,1
1218,Centro-Oeste,MT,Querência,5
1219,Centro-Oeste,GO,Araguapaz,3
1220,Norte,PA,Marituba,8
1221,Nordeste,AL,Palmeira dos Índios,5
1222,Sudeste,SP,Tietê,18
1223,Sudeste,SP,Pradópolis,5
1224,Nordeste,BA,Crisópolis,1
1225,Sudeste,RJ,Pinheiral,5
1226,Nordeste,AL,Igreja Nova,2
1227,Nordeste,PI,Piripiri,4
1228,Sudeste,SP,Holambra,18
1229,Nordeste,PB,Mamanguape,4
1230,Nordeste,BA,Barrocas,2
1231,Nordeste,BA,Ipiaú,6
1232,Nordeste,AL,Teotônio Vilela,2
1233,Nordeste,BA,Santo Estêvão,10
1234,Sudeste,SP,Mairinque,29
1235,Sul,PR,Nova Esperança,5
1236,Nordeste,PE,Arcoverde,9
1237,Sul,RS,Serafina Corrêa,3
1238,Sul,SC,Guaramirim,9
1239,Nordeste,PE,Cupira,3
1240,Nordeste,BA,Trancoso,3
1241,Nordeste,RN,Serra Caiada,1
1242,Centro-Oeste,MT,Nortelândia,1
1243,Sul,RS,Vicente Dutra,2
1244,Centro-Oeste,MT,Mirassol D'Oeste,13
1245,Nordeste,BA,Palmeiras,3
1246,Norte,AM,Manacapuru,9
1247,Sul,RS,Horizontina,4
1248,Norte,AP,Serra do Navio,1
1249,Sudeste,MG,Itamarandiba,3
1250,Nordeste,BA,Nova Brasília,1
1251,Sudeste,SP,Jacupiranga,5
1252,Nordeste,PB,Barra de São Miguel,1
1253,Nordeste,BA,Piritiba,2
1254,Nordeste,PB,Mari,3
1255,Nordeste,MA,Pedreiras,8
1256,Sul,SC,Siderópolis,4
1257,Sudeste,MG,Andrelândia,2
1258,Nordeste,BA,Iuiu,1
1259,Centro-Oeste,MT,Canarana,10
1260,Norte,RO,Alta Floresta D'Oeste,7
1261,Centro-Oeste,MT,Barra do Garças,13
1262,Norte,PA,Abaetetuba,2
1263,Sudeste,MG,Aimorés,9
1264,Sudeste,MG,Perdigão,1
1265,Sudeste,RJ,Cordeiro,7
1266,Sul,PR,Palmeira,12
1267,Sudeste,ES,Alegre,27
1268,Norte,PA,Capanema,4
1269,Sudeste,MG,Porteirinha,4
1270,Nordeste,BA,Cravolândia,3
1271,Sul,PR,Warta,1
1272,Sul,PR,Chopinzinho,7
1273,Nordeste,AL,Batalha,2
1274,Nordeste,PB,Uiraúna,2
1275,Centro-Oeste,MS,Terenos,4
1276,Sudeste,SP,Ilhabela,26
1277,Sul,RS,Santana do Livramento,14
1278,Centro-Oeste,GO,Pirenópolis,3
1279,Sudeste,RJ,Paty do Alferes,5
1280,Sul,PR,Adrianópolis,1
1281,Sudeste,SP,Capela do Alto,5
1282,Nordeste,CE,Tabuleiro do Norte,7
1283,Nordeste,SE,Porto da Folha,4
1284,Nordeste,CE,Itaiçaba,3
1285,Sudeste,RJ,Casimiro de Abreu,8
1286,Sudeste,SP,Monte Aprazível,10
1287,Sudeste,SP,Palmares Paulista,3
1288,Sul,SC,São Domingos,5
1289,Nordeste,BA,Ipirá,3
1290,Nordeste,BA,Uruçuca,5
1291,Centro-Oeste,GO,Posse,7
1292,Sul,SC,Dionísio Cerqueira,5
1293,Sudeste,RJ,Vassouras,10
1294,Sul,PR,Arapoti,7
1295,Sudeste,MG,Perdizes,4
1296,Nordeste,BA,Campo Formoso,8
1297,Sul,RS,Araricá,1
1298,Nordeste,RN,Açu,5
1299,Sudeste,SP,Buritama,3
1300,Sudeste,MG,Três Corações,29
1301,Nordeste,PE,Igarassu,25
1302,Sul,SC,Laguna,12
1303,Sul,RS,Gramado,22
1304,Sudeste,ES,Santa Maria de Jetibá,11
1305,Sul,RS,Sertão Santana,1
1306,Sudeste,MG,Pará de Minas,25
1307,Sudeste,ES,Iúna,3
1308,Sudeste,SP,Meridiano,3
1309,Centro-Oeste,MT,Itiquira,1
1310,Sudeste,MG,Guanhães,10
1311,Sudeste,MG,São João Evangelista,2
1312,Nordeste,CE,Pecém,1
1313,Sul,PR,Candói,3
1314,Sudeste,MG,São Gonçalo do Rio Abaixo,8
1315,Nordeste,PB,Queimadas,3
1316,Norte,AP,Ferreira Gomes,2
1317,Sudeste,MG,Montalvânia,2
1318,Sul,RS,Santa Vitória do Palmar,17
1319,Sudeste,MG,Arceburgo,2
1320,Norte,AM,Boca do Acre,3
1321,Sudeste,SP,Mongaguá,21
1322,Sudeste,MG,Riachinho,2
1323,Nordeste,BA,São Francisco do Conde,3
1324,Norte,PA,Novo Repartimento,4
1325,Norte,RO,Rolim de Moura,8
1326,Sudeste,SP,Pereira Barreto,7
1327,Sul,SC,Capinzal,5
1328,Nordeste,PE,Lagoa do Ouro,1
1329,Nordeste,CE,Viçosa do Ceará,4
1330,Sul,SC,Quilombo,7
1331,Sul,PR,Ibaiti,8
1332,Centro-Oeste,GO,Novo Gama,13
1333,Centro-Oeste,MT,Nova Marilândia,2
1334,Nordeste,MA,Açailândia,11
1335,Sudeste,SP,Tupi Paulista,4
1336,Sudeste,SP,Taiaçu,2
1337,Sul,PR,Bituruna,9
1338,Sudeste,MG,Babilônia,1
1339,Sul,RS,Camaquã,6
1340,Sul,RS,Ronda Alta,4
1341,Sul,PR,Santa Helena,6
1342,Sul,RS,Getúlio Vargas,6
1343,Centro-Oeste,GO,Morrinhos,9
1344,Sudeste,SP,Arandu,3
1345,Sudeste,MG,Roça Grande,1
1346,Sudeste,SP,Pirapozinho,11
1347,Centro-Oeste,MT,Juara,13
1348,Sudeste,MG,Pratápolis,2
1349,Norte,AC,Senador Guiomard,2
1350,Centro-Oeste,MS,Ladário,4
1351,Norte,PA,Barcarena,16
1352,Nordeste,MA,Miranda do Norte,3
1353,Nordeste,MA,Barra do Corda,4
1354,Sul,PR,Itaperuçu,3
1355,Nordeste,PE,São Vicente Ferrer,1
1356,Sul,RS,Venâncio Aires,20
1357,Sudeste,ES,Domingos Martins,9
1358,Sul,PR,Braganey,2
1359,Sul,RS,Ijuí,18
1360,Sudeste,MG,Nazareno,2
1361,Nordeste,AL,São José da Laje,4
1362,Sudeste,MG,Sacramento,7
1363,Nordeste,SE,Simão Dias,6
1364,Sudeste,ES,Mucurici,1
1365,Centro-Oeste,GO,Itauçu,6
